id,Grouper,Meaning,Tack_1,Tack_2,Tack_3,Tack_4,Free_Text_Tack_1,Free_Text_Tack_2,Free_Text_Tack_3,Free_Text_Tack_4,Free_Text_Tack_5,Free_Text_Tack_6,Table_Group,List_A,List_B,List_C,Free_Text_List,created_at
,NB20,CHEMICAL ATTACK CEASED.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,NB24,BIOLOGICAL ATIACK. Attack by biological agent is probable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA3,COMPASS CHECK. Check compasses with me or unit indicated reciprocal bearing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA6,CURRENT. Direction and speed of current are as indicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA8,DEPTH of water is Free_Text_Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA10,FOG. TAKE fog precautions indicated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA 13,STERN LIGHT. Your shaded stem light is correct (or ____),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA14,TURN ON LIGHTS. Turn on Tack_1 Lights.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA15,LIGHT INOPERATIVE. This ship or indicated __ light is inoperative.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA16,HEIGHT of Tack_1 is Free_Text_Tack_1 feet above waterline,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA18,DATA LINK REFERENCE POINT is located at __ latitude and __ Iongitude.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA19,GRID ORIGIN. The grid origin is centred on,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA20,GRID POSITION. My (or unit indicated) __ grid position is __ (at time _),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA21,INITIAL POSITION for scheduled exercise (or exercise __ ) is__ .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA22,MY POSITION (or_) is as indicated by accompanying position signal. Time may be indicated by time signal.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA24,PIM. Position and Intended Movements is as indicated. (a) Position (b) Time of position in whole hours (c) Course (d) Speed (e) Period in hours for which preceding course and speed are in force__,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA25,PIM. Extend duration of course and speed now steaming until__ .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA26,HELICOPTER REFERENCE POINT is located at __ latitude and __ longitude.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA27,POSITION BY. Position was obtained by __ .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA28,POSITION SYSTEM. Accompanying position signal is based on __ system.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA29,POSITION XX for enemy reporting is established as __,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA31,REFERENCE POINT. This unit or unit indicated will pass through reference point identified by letter and/or numerals following DESIG at . (Course __ speed __),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA34,ESTIMATED TIME of Tack_1 is,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA35,SYNCHRONIZE Tack_1 . Plan time may be indicated.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PA36,ZERO TIME. Zero time will be indicated by the execution of this signal (or by numerals following),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA37,ZONE TIME. Use zone time indicated by letter following DESIG (at___).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA38,CHARLIE TIME. Time indicate the time that aircraft should be land on at the base or ship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PA39,GO TIME. Time indicate the time that aircraft should leave the ops ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE1,BREAK SILENCE/TRANSMIT on Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE3,EMCON PLAN LINE. Ship or unit indicated is to use line Free_Text_Tack_1 in EMCON plan in force (or in EMCON plan ___).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE5,FREQUENCY SWITCH PLAN. Use frequency switch plan Free_Text_Tack_1 (at __ ),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE7,MAINTAIN SILENCE. Maintain complete and continuous silence on Tack_1 .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE9,"RADAR SILENCE. (___). (___) Radar (type of frequency band from Table E) may be used for __ number of sweeps every minutes, first sweep commencing at __ .",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE11,SILENCE PLAN (EMCON). __ (plan identity preceded by DESIG) now in force in accordance with fleet or force orders ( ). (See Vol. I Chapter 22).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE12,SILENCE PLAN MODIFICATIONS. The EMCON plan in force is to be further modified as indicated. (Vol. I Chapter 22),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE13,SHIFT EMERGENCY. Shift Line to Line _,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE18,COMMUNICATIONS DECEPTION. Enemy is Tack_1 on clrcult Free_Text_Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE19,COUNTERMEASURES DETECTED. Enemy use of Tack_1 countermeasures has been detected by this unit or unit indicated (on Table_Group MHz or frequency band taken from Table E).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE20,EFFECTIVENESS of enemy countermeasures previously reported is Tack_1.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE23,BEARING (or position) of Racket No. Free_Text_Tack_1 by D/F is Free_Text_Tack_2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL
,PE26,INTERCEPT CLASSIFIED FRIENDLY. Racket No. Free_Text_Tack_1 now classified friendly.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE27,INTERCEPT OF UNAUTHORIZED EMISSION. This ship or unit indicated has intercepted friendly emissions (from unit indicated) which are violating silence conditions in force,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE28,INTERCEPTED. This ship or unit indicated has intercepted enemy Tack_1 emissions on bearing Free_Text_Tack_1 on frequency __ MHz (indicated by numerals following DESIG or by frequency band from Table E.) (Designated Racket No. ___).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE31,SET PASSIVE ECM WATCH. Set List_A (from List A) watch of enemy emission on List_B (from List B). Enemy call sign is Free_Text_Tack_1.,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,NULL
,PE35,AIRCRAFT DISPENSED WINDOW. Use aircraft dispensed window chaff (of type __ from Table E) to protect own unit or unit indicated.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE36,COMMUNICATION COUNTERMEASURES. Use active communication countermeasures of type __ on circuit _(or frequency taken from Table E (against Racket No. __ ).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE37,DECOYS. Use decoys to simulate Tack_1 (at Free_Text_Tack_1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE38,INFRA-RED DECOYS. Use infra-red decoys to protect own unit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE39,PULSE REPEATER. Use pulse repeaters (of type Table_Group from Table E) to protect own unit or unit indicated (against Racket No. Free_Text_Tack_1).,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NULL
,PE40,RADAR JAMMING. Use radar jamming (type from Table E) to protect own unit or unit indicated (against Racket No. __ ),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PE41,ROCKET WINDOW. Fire rocket window/chaff (of type/pattern __ from Table E) to protect own unit or unit indicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PE42,SHELL WINDOW. Fire shell window/chaff (type __ from Table E) to protect own unit or unit indicated. (on bearing _)(at range ___),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PL1,CLOSE FOR TRANSFER. Close me or unit indicated for transfer List_A (of __ from List A) at List_B supply station (from List B) by method (from List B). PORT/STBD may be added to indicated side of ship being closed.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,PL2,FUEL to capacity (or Free_Text_Tack_1 percent),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PL3,MAIL/LIGHT MATERIAL for transfer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PL4,"POL/WATER REQUIRED. Require List_A (from List A), quantity List_B units (from List B)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,PL5,"POLIWATER RECEIVED/SUPPLIED. Liquid indicated (List A), quantity (Free Text List) units (List B)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NULL
,PL6,PROVISION OF TRANSFER RIG. Tack_1 rig for transfer.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PL8,REPLENISH. List_A (List A) by List_B method (List B) at List_C supply station (from List C) (from Free_Text_Tack_1 side of replenishment ship or ship indicated).,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,NULL
,PL9,"REPLENISHMENT. Control of alterations of course and speed by replenishment unit is to be by method Free_Text_Tack_1 (Letter following DESIG. (RMNTP 1 Vol. I Chapter 19, Vol I Chapter 7).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PL 10,REPLENISHMENT SEQUENCE. Sequence of replenishment (from ship_) is to be__,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PL11,TOWING LINE. This unit or unit indicated (List A) (List B).,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,PL12,TOWING. Tack_1 TO TOW.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PL13,CAST OFF. Cast off towing hawser.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PL14,TOWING HAWSER/CABLE has parted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION L,Take Tack_1 station on ship assigned or indicated for replenishment or transfer (PORT or STBD may follow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN N,ALTERING COURSE OF REPLENISHMENT UNITS. (See CORPEN Chapter),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,R CORPEN,REPLENISHMENT COURSE is Free_Text_Tack_1 (speed__),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,R SPEED,REPLENISHMENT SPEED IS Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED L,"REPLENISHMENT UNITS alter speed when ordered by control ships to ___knots. Ships not replenishment units are to alter speed similarly, preserving true bearings and distances from the formation guide. Ships in replenishment units preserve relative bearings and distances from unit guides.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PR1,ASSIGNED. You are assigned to this unit or unit indicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR2,ASSUME COMMAND (as __),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR3,COMMAND is held as indicate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR4,COMPLY with my message Free_Text_Tack_1 (or message indicated).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PR6,FORM unit indicated Table_Group (from Table F).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR7,CONTROL. Take List_A (List A) control of List_B(List B).,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,PR8,OFFICER Table_Group is to take charge (from Table A),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PR10,ORGANIZATION. Assume Tack_1 organization (number ___) or as indicated by call sign or type indicator following.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR11,ORGANIZATION. Assume following type organization,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NULL
,PR12,PLAN/ORDER. Exercise (or ___) plan/order _ (from Table C)(phase___),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR13,SUPPORT this unit or unit indicated (by_____),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR14,TACTICAL COMMAND. Assume tactical command of this unit or unit indicated (or ___),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR16,TAKE CHARGE (_____ ).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR17,RULES OF ENGAGEMENT (ROE).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR18,Summary of all RULES OF ENGAGEMENT (ROESUM) enforced is as follows (followed by identity number of the ROE as stipulated in Annex B to Chapter 6 in POA).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PR19,ROE National Policy (NATPOL). The gradations are as follows:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT1,"ASSUME operational control of aircraft (or type __ from Table V). (Vol. I, Chapter 10)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PT2,"ASSUME spare deck for aircraft (or type __ from Table V). (Vol. I, Chapter 10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PT7,DISTRESS. Aircraft in distress (_______). DESIG preceding numeral(s} indicates number of personnel in aircraft.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT10,RESCUED. Number of occupants rescued from crashed aircraft is __ . State of health is __ .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT11,SCRAMBLE HELICOPTER. Scramble weapon carrying helicopter for __,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT16,FLIGHT OPERATIONS. Carry out flight operations (_____),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT17,HELICOPTER OPERATIONS. Intend to conduct helicopter operation for Tack_1 . Time signal should be used to indicate commencement of operations.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT24,LIGHTING MEASURES. Use lighting measure ____.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT26,PROGRESS of helicopter operations is __,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT27,HELICOPTER STATUS is _____,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PT28,TAKE ACTION __ (List A) (with aircraft from List B or Table V). Number of aircraft may be indicated.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,PT29,TIME INTO WIND. Time required into the wind will be __ minutes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT30,UNABLE TO OPERATE. Am unable to operate aircraft due to __ . A time signal indicates expected time of operation. Numeral(s) fonowing DESIG indicates number of aircraft waiting to land or take off.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT35,"ALERT STATE. Take action as indicated _. (Vol. I, Chapter 17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT39,"AREA for aircraft scouting is a circle or ring identified by the following numeral groups, separated by TACK: (a) 1. Fixed origin 2. Moving origin (b) Outer radius, in miles (c) Inner radius, in miles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PT40,CENTER OF AREA. Centre of aircraft scouting area is __ and is this unit or unit indicated (or in position __).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT41,PATROLS. Establish and maintain aircraft __ patrols. Two groups of numerals following and separated by TACK may be used to indicate number of aircraft in each patrol and number of watches or patrols per day.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT42,PROVIDE aircraft. Provide scouting aircraft (for __).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PT43,OVER-THE-HORIZON TARGETING. Utilize aircraft for over-the-horizon targeting. Number of aircraft and aircraft type from Table V may be indicated. Call sign may be indicated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7C,CEASE FIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7E,ENGAGE. Engage L__ List A) (with __ List B preceded by DESIG),0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,FLAG 7F,WEAPONS FREE (on bearing __ or DESIG followed by sector),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7H,HOLD FIRE (on bearing __ or DESIG followed by sector __),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7L,DECOY/CHAFF. Fire Decoy/chaff for confusion __ (bearing __ or on bearing indicated).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7M,DECOYS/CHAFF. I have fired Decoy/chaff for __ (bearing __ or on bearing indicated).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7O,OPEN FIRE (on bearing __ or DESIG followed by sector __),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7S,MISSILE/AIRCRAFT SPLASHED (SHOT DOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG 7T,WEAPONS TIGHT (on bearing __ or DESIG followed by sector __,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,PU1,ENGAGING. Am engaging (DESIG followed by track identity __) with __),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PU2,FRIENDLY AIRCRAFT detected bearing Free_Text_Tack_1 (distance Free_Text_Tack_2 miles).,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL
,PU5,THREAT ASSESSMENT. The threat assessed is Tack_1 .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,PU6,THREAT SECTOR. Threat is from sector_ preceded by DESIG (_____),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RA1,ASSUME RADAR GUARD DUTY (____).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RA2,CALIBRATION. Carry out radar calibration (run number Free_Text_Tack_1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RA4,CONTACT. Have radar contact (believed to be __ ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RA6,IFF/SIF. Operate IFF/SIF (___),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP1,DEGAUSSING. Use degaussing equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP2,WATCH. Set mine watch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP6,AIRCRAFT MINES. Object Tack_1 drooped by aircraft in position Free_Text_Tack_1 .,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP7,DANGEROUS AREA. Area is dangerous on account of mines (of __ type from Table R) and is enclosed in a circle of Free_Text_Tack_1 miles radius with centre in position Free_Text_Tack_2.,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NULL
,RP9,ENEMY MINEFIELD POSITION. Enemy minefield is bounded by lines joining positions Free_Text_Tack_1 .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP11,MINE is __,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP12,MINE of Table_Group type from Table R have been Tack_1 in position Free_Text_Tack_1 . Number of mines may be indicated.,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NULL
,RP14,MINEFIELD FIRING. Controlled minefield number Free_Text_Tack_1 is about to be fired (or was fired at ).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP15,MINEFIELD SETTING. All controlled minefields are set to.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP18,OWN MINEFIELD POSITION. This unit (or unit indicated) established a minefield Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP22,LAY MINES as previously ordered (or__ -J) on arrival at position where laying is to commence (or in position ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP23,LEFT TO LAY. mines are left to lay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP24,MINELAYING.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP32,CUT. Have cut a (____) mine adrift (in position __ ),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP33,DESTROY mines located in position Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP35,DISPOSAL TEAM. Send mine disposal team to this ship or unit indicated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP36,LIGHTS. Turn on Tack_1 lights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP37,SWEEP AHEAD of this ship or unit indicated (or ___).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP39,AREA. The area to be cleared is _,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,RP41,BUOY Tack_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,RP44,"CHANNEL/AREA is clear of mines (or___). NEGAT preceding means ""Channel/area is not clear of mines.""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G2,Call sign Your call sign is__ .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G4,Call sign My call sign is_.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G6,Call Sign Hoist your call Sign.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G8,Channel I am approaching entrance of channel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G10,Channel Will enter channel at,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G12,Field You are in the field of the telescope.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G14,Guiding Request guidance ( ). A. Closing in B. Opening out,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G16,Ready for guiding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G18,I cannot guide you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G20,Discontinue guiding at ( ).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G22,Resume guiding at ( ).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G24,Have ceased guiding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G26,You are Free_Text_Tack_1 miles Free_Text_Tack_2 N - North E - East S - South W-West X - On the centre line,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL
,FLAG G28,You are identified.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G30,"Switch on a searchlight toward the guiding station. Note: NEGA T G30 means ""Switch off your searchlights.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G32,Make a series of flashing lights.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G34,Number of ships to guide is Free_Text_Tack_1 .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G36,I am turning for Free_Text_Tack_1 run. A. Closing in B. Opening out,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G38,I cannot see you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G40,Ships indicated are to exchange station (call signs do not change),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G42,Am resuming station.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FLAG G44,You have a tendency toward Free_Text_Tack_1 N- North S - South E- East W-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE1,CLOSE DOWN radio watch on ( __ MHz) (or circuit designation (s) preceded by DESIG).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE2,COMMUNICATION DIFFICULTIES. Am not in radio communication (or difficulties exist) with you (or unit indicated) on L_ MHz) or (circuit designation(s) preceded by DESIG) (action to be taken),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE4,ESTABLISH (_____) communications with this ship or unit indicated.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE6,METHOD. Use method.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE7,MAINTAIN WATCH. Maintain radio _ watch. Frequency in MHz circuit designation preceded by DESIG may be added.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE11,EXPEDITE. Expedite signal(s) (by Tack_1 ).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE12,FREQUENCY in Tack_1 is Free_Text_Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE13,GROUPS from Tack_1 have been used for the following (number of groups),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE14,NANCY traffic lists will be broadcast hourly on the hour (or at ___).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE15,SIGNALS. Following signals taken from __ (publication short title preceded by DESIG),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE17,INTERFERENCE. Transmissions from this unit or unit indicated are interfertng with communications (or type of equipment from Table K). (Circuit designation(s) preceded by DESIG or frequency band from Table E may be indicated),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE19,PROPAGATION CONDITIONS for __ (from List A) are __ (from List B).,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NULL
,SE20,RADIATION HAZARD (RADHAZlHERO) PRECAUTIONS. This unit has taken precautions to prelude/warn. RADHAZJHERO dangers on own equipment (or on own _),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE21,RADIO HAZARD (RADHAZlHERO) WARNING. This unit or unit indicated is operating high power equipment in Table_Group band . (from Table A (bearing ),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NULL
,SE22,RADIO HAZARD (RADHAZ/HERO) exists. Cease transmission on Tack_1 .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE26,RELAY SHIP. Act as Tack_1 relay ship (on circuit indicated) (for unites) indicated),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE27,REPEAT all visual signals by radio (using __ ).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE31,CALL SIGNS. Delay change of call signs on all intraforce circuits (until __ ) (or circuit designation preceded by DESIG).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE33,COMMUNICATION SECURITY POLICY is in force as indicated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE35,ENCRYPTED CALLS. Activate encrypted call signs (for day ___) at this time (or at _time).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE37,SECURITY and PROCEDURE. You are (or ship indicated is)_ (on __ MHz) or (circuit designation(s) preceded by DESIG).,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SE38,SOUND your visual call sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SE39,VISUAL SIGNAL RESTRICTIONS are Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
